Time,BattPer,[CH4]_ppm,[CH4]_ppm_sd,[H2O]_ppm,[H2O]_ppm_sd,[CO2]_ppm,[CO2]_ppm_sd,[CH4]d_ppm,[CH4]d_ppm_sd,GasP_torr,GasP_torr_sd,GasT_C,GasT_C_sd,AmbT_C,AmbT_C_sd,RD0_raw_us,RD0_raw_us_sd,RD0_us,RD0_us_sd,LTC0_v,LTC0_v_sd,RD0_raw,RD1_raw,Fit_Flag,MIU_VALVE,MIU_DESC
2025-04-08 11:12:01.417,1.29848,nan,0.0,nan,0.0,nan,0.0,nan,0.0,768.135,0.0,20.3329,0.0,21.8547,0.0,0.0,0.0,nan,0.0,-1.018,0.0,1.94338,,0,-1,Disabled
2025-04-08 11:12:02.271,4.53615,2.10529e+00,0.0,3.68447e+03,0.0,4.24219e+02,0.0,2.11308e+00,0.0,769.742,0.0,20.332,0.0,21.8625,0.0,0.0,0.0,1.95583e+00,0.0,-1.018,0.0,1.95448,,3,-1,Disabled
2025-04-08 11:12:03.126,4.97919,2.10452e+00,0.0,3.62518e+03,0.0,4.73783e+02,0.0,2.11217e+00,0.0,769.892,0.0,20.333,0.0,21.8561,0.0,0.0,0.0,1.95636e+00,0.0,-1.01771,0.0,1.95491,,3,-1,Disabled
2025-04-08 11:12:03.981,4.84332,2.10717e+00,0.0,3.67974e+03,0.0,4.14220e+02,0.0,2.11495e+00,0.0,769.942,0.0,20.3466,0.0,21.8491,0.0,0.0,0.0,1.95668e+00,0.0,-1.01771,0.0,1.95531,,3,-1,Disabled
2025-04-08 11:12:04.834,4.86334,2.10801e+00,0.0,3.70879e+03,0.0,3.99252e+02,0.0,2.11585e+00,0.0,769.89,0.0,20.3132,0.0,21.8389,0.0,0.0,0.0,1.95614e+00,0.0,-1.01771,0.0,1.95479,,3,-1,Disabled
2025-04-08 11:12:05.688,4.71221,2.10673e+00,0.0,3.63458e+03,0.0,3.94303e+02,0.0,2.11442e+00,0.0,769.909,0.0,20.3304,0.0,21.827,0.0,0.0,0.0,1.95606e+00,0.0,-1.01771,0.0,1.95471,,3,-1,Disabled
2025-04-08 11:12:06.543,4.86863,2.10742e+00,0.0,3.51074e+03,0.0,3.99009e+02,0.0,2.11484e+00,0.0,769.888,0.0,20.3144,0.0,21.8191,0.0,0.0,0.0,1.95593e+00,0.0,-1.01789,0.0,1.95456,,3,-1,Disabled
2025-04-08 11:12:07.398,4.72969,2.10636e+00,0.0,3.57124e+03,0.0,4.08175e+02,0.0,2.11391e+00,0.0,769.97,0.0,20.3027,0.0,21.8087,0.0,0.0,0.0,1.95555e+00,0.0,-1.01789,0.0,1.95417,,3,-1,Disabled
2025-04-08 11:12:08.253,4.74664,2.10601e+00,0.0,3.56065e+03,0.0,4.30191e+02,0.0,2.11354e+00,0.0,769.981,0.0,20.3335,0.0,21.8009,0.0,0.0,0.0,1.95615e+00,0.0,-1.01813,0.0,1.95472,,3,-1,Disabled
2025-04-08 11:12:09.106,4.66043,2.10563e+00,0.0,3.60778e+03,0.0,4.60544e+02,0.0,2.11325e+00,0.0,769.883,0.0,20.311,0.0,21.7931,0.0,0.0,0.0,1.95529e+00,0.0,-1.01813,0.0,1.95381,,3,-1,Disabled
2025-04-08 11:12:09.960,4.61496,2.10423e+00,0.0,3.60387e+03,0.0,4.29714e+02,0.0,2.11184e+00,0.0,769.896,0.0,20.3145,0.0,21.7814,0.0,0.0,0.0,1.95624e+00,0.0,-1.01842,0.0,1.95481,,3,-1,Disabled
2025-04-08 11:12:10.815,4.5606,2.10599e+00,0.0,3.58182e+03,0.0,4.25066e+02,0.0,2.11356e+00,0.0,769.864,0.0,20.3275,0.0,21.7717,0.0,0.0,0.0,1.95561e+00,0.0,-1.01842,0.0,1.95419,,3,-1,Disabled
2025-04-08 11:12:11.670,4.58742,2.10480e+00,0.0,3.69845e+03,0.0,4.86280e+02,0.0,2.11261e+00,0.0,769.737,0.0,20.2997,0.0,21.7648,0.0,0.0,0.0,1.95581e+00,0.0,-1.01871,0.0,1.95428,,3,-1,Disabled
2025-04-08 11:12:12.524,4.54653,2.11034e+00,0.0,4.06289e+03,0.0,4.91584e+02,0.0,2.11895e+00,0.0,769.769,0.0,20.2935,0.0,21.7542,0.0,0.0,0.0,1.95651e+00,0.0,-1.01871,0.0,1.95498,,3,-1,Disabled
2025-04-08 11:12:13.378,4.41293,2.10947e+00,0.0,3.86759e+03,0.0,4.92794e+02,0.0,2.11766e+00,0.0,769.78,0.0,20.3156,0.0,21.7268,0.0,0.0,0.0,1.95710e+00,0.0,-1.01895,0.0,1.95557,,3,-1,Disabled
2025-04-08 11:12:14.232,4.31694,2.10576e+00,0.0,3.86661e+03,0.0,5.10063e+02,0.0,2.11394e+00,0.0,769.725,0.0,20.306,0.0,21.71,0.0,0.0,0.0,1.95593e+00,0.0,-1.01895,0.0,1.95437,,3,-1,Disabled
2025-04-08 11:12:15.086,4.34905,2.10626e+00,0.0,3.94063e+03,0.0,4.81945e+02,0.0,2.11459e+00,0.0,769.649,0.0,20.2884,0.0,21.6922,0.0,0.0,0.0,1.95585e+00,0.0,-1.01916,0.0,1.95434,,3,-1,Disabled
2025-04-08 11:12:15.941,4.3397,2.10611e+00,0.0,3.83357e+03,0.0,4.63200e+02,0.0,2.11422e+00,0.0,769.841,0.0,20.2957,0.0,21.6859,0.0,0.0,0.0,1.95541e+00,0.0,-1.01916,0.0,1.95393,,3,-1,Disabled
2025-04-08 11:12:16.796,4.03433,2.11007e+00,0.0,4.07958e+03,0.0,4.64318e+02,0.0,2.11871e+00,0.0,769.939,0.0,20.3241,0.0,21.675,0.0,0.0,0.0,1.95582e+00,0.0,-1.01935,0.0,1.95434,,3,-1,Disabled
2025-04-08 11:12:17.649,4.28401,2.10328e+00,0.0,3.75709e+03,0.0,4.87691e+02,0.0,2.11121e+00,0.0,769.89,0.0,20.3,0.0,21.6664,0.0,0.0,0.0,1.95498e+00,0.0,-1.01935,0.0,1.95347,,3,-1,Disabled
2025-04-08 11:12:18.504,4.20785,2.11425e+00,0.0,4.29868e+03,0.0,5.09715e+02,0.0,2.12338e+00,0.0,769.878,0.0,20.2934,0.0,21.6561,0.0,0.0,0.0,1.95439e+00,0.0,-1.01954,0.0,1.95284,,3,-1,Disabled
2025-04-08 11:12:19.358,4.15744,2.11207e+00,0.0,4.11207e+03,0.0,4.77232e+02,0.0,2.12079e+00,0.0,769.795,0.0,20.2857,0.0,21.639,0.0,0.0,0.0,1.95459e+00,0.0,-1.01954,0.0,1.95309,,3,-1,Disabled
2025-04-08 11:12:20.213,4.00967,2.11257e+00,0.0,4.09025e+03,0.0,4.50238e+02,0.0,2.12125e+00,0.0,769.974,0.0,20.3024,0.0,21.6209,0.0,0.0,0.0,1.95537e+00,0.0,-1.0197,0.0,1.95391,,3,-1,Disabled
2025-04-08 11:12:21.068,3.93889,2.11003e+00,0.0,3.83727e+03,0.0,4.30346e+02,0.0,2.11815e+00,0.0,769.886,0.0,20.2934,0.0,21.6161,0.0,0.0,0.0,1.95518e+00,0.0,-1.0197,0.0,1.95377,,3,-1,Disabled
2025-04-08 11:12:21.921,3.87069,2.11237e+00,0.0,4.03256e+03,0.0,4.29291e+02,0.0,2.12092e+00,0.0,769.932,0.0,20.3002,0.0,21.6098,0.0,0.0,0.0,1.95435e+00,0.0,-1.01982,0.0,1.95293,,3,-1,Disabled
2025-04-08 11:12:22.776,3.69475,2.10872e+00,0.0,3.97854e+03,0.0,4.22979e+02,0.0,2.11715e+00,0.0,769.81,0.0,20.285,0.0,21.6017,0.0,0.0,0.0,1.95555e+00,0.0,-1.01982,0.0,1.95415,,3,-1,Disabled
2025-04-08 11:12:23.630,3.89039,2.10905e+00,0.0,3.84143e+03,0.0,4.17981e+02,0.0,2.11719e+00,0.0,769.836,0.0,20.287,0.0,21.5905,0.0,0.0,0.0,1.95441e+00,0.0,-1.01995,0.0,1.95301,,3,-1,Disabled
2025-04-08 11:12:24.485,3.87403,2.11176e+00,0.0,3.96879e+03,0.0,4.26630e+02,0.0,2.12018e+00,0.0,769.66,0.0,20.2723,0.0,21.5832,0.0,0.0,0.0,1.95472e+00,0.0,-1.01995,0.0,1.95331,,3,-1,Disabled
2025-04-08 11:12:25.339,3.69557,2.11012e+00,0.0,3.80801e+03,0.0,4.19182e+02,0.0,2.11818e+00,0.0,769.609,0.0,20.2702,0.0,21.5728,0.0,0.0,0.0,1.95405e+00,0.0,-1.02008,0.0,1.95266,,3,-1,Disabled
2025-04-08 11:12:26.193,3.62599,2.11000e+00,0.0,3.90139e+03,0.0,4.18319e+02,0.0,2.11826e+00,0.0,769.665,0.0,20.2806,0.0,21.566,0.0,0.0,0.0,1.95578e+00,0.0,-1.02008,0.0,1.95439,,3,-1,Disabled
2025-04-08 11:12:27.047,3.66235,2.10768e+00,0.0,3.78504e+03,0.0,4.12610e+02,0.0,2.11569e+00,0.0,769.615,0.0,20.2764,0.0,21.5594,0.0,0.0,0.0,1.95515e+00,0.0,-1.02017,0.0,1.95377,,3,-1,Disabled
2025-04-08 11:12:27.902,3.6113,2.10791e+00,0.0,3.83118e+03,0.0,4.16264e+02,0.0,2.11602e+00,0.0,769.581,0.0,20.265,0.0,21.5514,0.0,0.0,0.0,1.95423e+00,0.0,-1.02017,0.0,1.95284,,3,-1,Disabled
2025-04-08 11:12:28.757,3.73461,2.10577e+00,0.0,3.65383e+03,0.0,4.15196e+02,0.0,2.11349e+00,0.0,769.695,0.0,20.267,0.0,21.5432,0.0,0.0,0.0,1.95534e+00,0.0,-1.02025,0.0,1.95395,,3,-1,Disabled
2025-04-08 11:12:29.610,3.52922,2.10932e+00,0.0,3.83712e+03,0.0,4.21788e+02,0.0,2.11744e+00,0.0,769.603,0.0,20.2682,0.0,21.5325,0.0,0.0,0.0,1.95427e+00,0.0,-1.02025,0.0,1.95287,,3,-1,Disabled
2025-04-08 11:12:30.465,3.55045,2.10694e+00,0.0,3.78169e+03,0.0,4.14486e+02,0.0,2.11494e+00,0.0,769.708,0.0,20.2621,0.0,21.5286,0.0,0.0,0.0,1.95526e+00,0.0,-1.02034,0.0,1.95388,,3,-1,Disabled
2025-04-08 11:12:31.319,3.49938,2.10494e+00,0.0,3.69579e+03,0.0,4.18489e+02,0.0,2.11275e+00,0.0,769.725,0.0,20.2718,0.0,21.524,0.0,0.0,0.0,1.95506e+00,0.0,-1.02034,0.0,1.95368,,3,-1,Disabled
